id,label,description,url,x,y,cluster,weight<Links>,weight<Total link strength>
85,león j.,"<table><tr><td>Authors:</td><td>león j.; march a.</td></tr><tr><td>Title:</td><td>an urban form response to disaster vulnerability: improving tsunami evacuation in iquique, chile</td></tr><tr><td>Source:</td><td>[no source], 43(5)</td></tr></table>",https://doi.org/10.1177/0265813515597229,-0.3627,0.1358,5,48,7
86,diao m.,"<table><tr><td>Authors:</td><td>diao m.; zhu y.; ferreira j.; jr.; ratti c.</td></tr><tr><td>Title:</td><td>inferring individual daily activities from mobile phone traces: a boston example</td></tr><tr><td>Source:</td><td>[no source], 43(5)</td></tr></table>",https://doi.org/10.1177/0265813515600896,-0.8883,0.281,4,91,10
87,toger m.,"<table><tr><td>Authors:</td><td>toger m.; malkinson d.; benenson i.; czamanski d.</td></tr><tr><td>Title:</td><td>the connectivity of haifa urban open space network</td></tr><tr><td>Source:</td><td>[no source], 43(5)</td></tr></table>",https://doi.org/10.1177/0265813515598991,-0.1156,-0.2862,5,67,18
88,tsai s.-b.,"<table><tr><td>Authors:</td><td>tsai s.-b.; wei y.-m.; chen k.-y.; xu l.; du p.; lee h.-c.</td></tr><tr><td>Title:</td><td>evaluating green suppliers from a green environmental perspective</td></tr><tr><td>Source:</td><td>[no source], 43(5)</td></tr></table>",https://doi.org/10.1177/0265813515600897,0.7249,-0.6638,9,18,2
89,ge y.‘.,"<table><tr><td>Authors:</td><td>ge y.‘.; lindell m.k.</td></tr><tr><td>Title:</td><td>county planners’ perceptions of land-use planning tools for environmental hazard mitigation: a survey in the u.s. pacific states</td></tr><tr><td>Source:</td><td>[no source], 43(4)</td></tr></table>",https://doi.org/10.1177/0265813515594810,-0.4032,-0.4662,5,21,23
90,pramanik m.m.a.,"<table><tr><td>Authors:</td><td>pramanik m.m.a.; stathakis d.</td></tr><tr><td>Title:</td><td>forecasting urban sprawl in dhaka city of bangladesh</td></tr><tr><td>Source:</td><td>[no source], 43(4)</td></tr></table>",https://doi.org/10.1177/0265813515595406,0.3259,-0.9241,6,131,16
91,beccari a.,"<table><tr><td>Authors:</td><td>beccari a.; borgoni r.; cazzuli o.; grimaldelli r.</td></tr><tr><td>Title:</td><td>use and performance of the forest fire weather index to model the risk of wildfire occurrence in the alpine region</td></tr><tr><td>Source:</td><td>[no source], 43(4)</td></tr></table>",https://doi.org/10.1177/0265813515596448,0.5416,-0.4242,1,27,6
92,kang l.,"<table><tr><td>Authors:</td><td>kang l.; yang c.; peters j.c.; zeng p.</td></tr><tr><td>Title:</td><td>empirical analysis of road networks evolution patterns in a government-oriented development area</td></tr><tr><td>Source:</td><td>[no source], 43(4)</td></tr></table>",https://doi.org/10.1177/0265813515614695,-0.5593,0.3608,5,96,24
93,ewing r.,"<table><tr><td>Authors:</td><td>ewing r.; hamidi s.; grace j.b.</td></tr><tr><td>Title:</td><td>compact development and vmt—environmental determinism, self-selection, or some of both?</td></tr><tr><td>Source:</td><td>[no source], 43(4)</td></tr></table>",https://doi.org/10.1177/0265813515594811,-1.0388,0.035,8,39,12
94,rohrbach b.,"<table><tr><td>Authors:</td><td>rohrbach b.; anderson s.; laube p.</td></tr><tr><td>Title:</td><td>the effects of sample size on data quality in participatory mapping of past land use</td></tr><tr><td>Source:</td><td>[no source], 43(4)</td></tr></table>",https://doi.org/10.1177/0265813515618578,0.1518,0.1861,10,87,13
95,wong f.k.k.,"<table><tr><td>Authors:</td><td>wong f.k.k.; fung t.</td></tr><tr><td>Title:</td><td>ecotourism planning in lantau island using multiple criteria decision analysis with geographic information system</td></tr><tr><td>Source:</td><td>[no source], 43(4)</td></tr></table>",https://doi.org/10.1177/0265813515618583,0.5511,-0.2729,9,60,13
96,wang l. (a),"<table><tr><td>Authors:</td><td>wang l.; wong c.; duan x.</td></tr><tr><td>Title:</td><td>urban growth and spatial restructuring patterns: the case of yangtze river delta region, china</td></tr><tr><td>Source:</td><td>[no source], 43(3)</td></tr></table>",https://doi.org/10.1177/0265813515618556,-0.3133,-0.371,5,59,8
97,clark a.f.,"<table><tr><td>Authors:</td><td>clark a.f.; bent e.a.; gilliland j.</td></tr><tr><td>Title:</td><td>shortening the trip to school: examining how children’s active school travel is influenced by shortcuts</td></tr><tr><td>Source:</td><td>[no source], 43(3)</td></tr></table>",https://doi.org/10.1177/0265813515614678,-0.9445,-0.0507,8,17,21
98,yu b.,"<table><tr><td>Authors:</td><td>yu b.; zhang j.; fujiwara a.</td></tr><tr><td>Title:</td><td>who rebounds in the private transport sector? a comparative analysis between beijing and tokyo</td></tr><tr><td>Source:</td><td>[no source], 43(3)</td></tr></table>",https://doi.org/10.1177/0265813515614671,-1.0748,-0.6216,8,4,5
99,debnath r.,"<table><tr><td>Authors:</td><td>debnath r.; amin a.t.m.n.</td></tr><tr><td>Title:</td><td>a geographic information system-based logical urban growth model for predicting spatial growth of an urban area</td></tr><tr><td>Source:</td><td>[no source], 43(3)</td></tr></table>",https://doi.org/10.1177/0265813515618565,0.5162,-0.8218,6,62,5
100,el-geneidy a.,"<table><tr><td>Authors:</td><td>el-geneidy a.; buliung r.; diab e.; van lierop d.; langlois m.; legrain a.</td></tr><tr><td>Title:</td><td>non-stop equity: assessing daily intersections between transit accessibility and social disparity across the greater toronto and hamilton area (gtha)</td></tr><tr><td>Source:</td><td>[no source], 43(3)</td></tr></table>",https://doi.org/10.1177/0265813515617659,-1.0373,-0.093,8,55,23
101,van dijk t.,"<table><tr><td>Authors:</td><td>van dijk t.; ubels h.</td></tr><tr><td>Title:</td><td>how dutch professionals conduct interactive design sessions to foster ‘shared understanding’</td></tr><tr><td>Source:</td><td>[no source], 43(3)</td></tr></table>",https://doi.org/10.1177/0265813515617658,-0.559,-0.5648,5,12,9
102,goodspeed r.,"<table><tr><td>Authors:</td><td>goodspeed r.</td></tr><tr><td>Title:</td><td>sketching and learning: a planning support system field study</td></tr><tr><td>Source:</td><td>[no source], 43(3)</td></tr></table>",https://doi.org/10.1177/0265813515614665,0.1529,-0.3578,5,27,22
103,sun y. (a),"<table><tr><td>Authors:</td><td>sun y.; fan h.; li m.; zipf a.</td></tr><tr><td>Title:</td><td>identifying the city center using human travel flows generated from location-based social networking data</td></tr><tr><td>Source:</td><td>[no source], 43(3)</td></tr></table>",https://doi.org/10.1177/0265813515617642,-0.4563,0.1756,4,222,24
104,liu x. (b),"<table><tr><td>Authors:</td><td>liu x.; long y.</td></tr><tr><td>Title:</td><td>automated identification and characterization of parcels with openstreetmap and points of interest</td></tr><tr><td>Source:</td><td>[no source], 43(2)</td></tr></table>",https://doi.org/10.1177/0265813515604767,-0.1491,0.1953,3,208,29
105,sheng wu b.,"<table><tr><td>Authors:</td><td>sheng wu b.; sui d.</td></tr><tr><td>Title:</td><td>modeling impacts of globalization on desakota regions: a case study of taipei metropolitan area</td></tr><tr><td>Source:</td><td>[no source], 43(2)</td></tr></table>",https://doi.org/10.1177/0265813515605216,-0.0012,-0.7574,6,94,20
106,khakpour m.,"<table><tr><td>Authors:</td><td>khakpour m.; rød j.k.</td></tr><tr><td>Title:</td><td>an attraction-based cellular automaton model for generating spatiotemporal population maps in urban areas</td></tr><tr><td>Source:</td><td>[no source], 43(2)</td></tr></table>",https://doi.org/10.1177/0265813515604262,0.2269,-0.6243,6,101,14
107,kono t.,"<table><tr><td>Authors:</td><td>kono t.; kitamura n.; yamasaki k.; iwakami k.</td></tr><tr><td>Title:</td><td>quantitative analysis of dynamic inconsistencies in infrastructure planning: an example of coastal levee improvement</td></tr><tr><td>Source:</td><td>[no source], 43(2)</td></tr></table>",https://doi.org/10.1177/0265813515609221,-1.0274,0.0676,8,3,2
108,huang l.,"<table><tr><td>Authors:</td><td>huang l.; zhu x.; ye x.; guo w.; wang j.</td></tr><tr><td>Title:</td><td>characterizing street hierarchies through network analysis and large-scale taxi traffic flow: a case study of wuhan, china</td></tr><tr><td>Source:</td><td>[no source], 43(2)</td></tr></table>",https://doi.org/10.1177/0265813515614456,-0.5512,0.517,5,117,25
109,wei x.,"<table><tr><td>Authors:</td><td>wei x.; wei c.; cao x.; li b.</td></tr><tr><td>Title:</td><td>the general land-use planning in china: an uncertainty perspective</td></tr><tr><td>Source:</td><td>[no source], 43(2)</td></tr></table>",https://doi.org/10.1177/0265813515604070,0.1575,-0.9677,1,9,8
110,lyles w.,"<table><tr><td>Authors:</td><td>lyles w.; berke p.; smith g.</td></tr><tr><td>Title:</td><td>local plan implementation: assessing conformance and influence of local plans in the united states</td></tr><tr><td>Source:</td><td>[no source], 43(2)</td></tr></table>",https://doi.org/10.1177/0265813515604071,-0.4684,-0.846,5,16,32
111,hu z.,"<table><tr><td>Authors:</td><td>hu z.; huang d.; rao c.; xu x.</td></tr><tr><td>Title:</td><td>innovative allocation mechanism design of carbon emission permits in china under the background of a low-carbon economy</td></tr><tr><td>Source:</td><td>[no source], 43(2)</td></tr></table>",https://doi.org/10.1177/0265813515605215,0.047,-0.0663,8,2,2
112,salvini m.m.,"<table><tr><td>Authors:</td><td>salvini m.m.; fabrikant s.i.</td></tr><tr><td>Title:</td><td>spatialization of user-generated content to uncover the multirelational world city network</td></tr><tr><td>Source:</td><td>[no source], 43(1)</td></tr></table>",https://doi.org/10.1177/0265813515603868,-0.5226,0.1083,5,164,27
113,thilagam n.l.,"<table><tr><td>Authors:</td><td>thilagam n.l.; banerjee u.k.</td></tr><tr><td>Title:</td><td>the morphological characteristics of medieval temple towns of tamilnadu</td></tr><tr><td>Source:</td><td>[no source], 43(1)</td></tr></table>",https://doi.org/10.1177/0265813515603869,-0.7137,0.6015,5,55,12
114,kyttä m.,"<table><tr><td>Authors:</td><td>kyttä m.; broberg a.; haybatollahi m.; schmidt-thomé k.</td></tr><tr><td>Title:</td><td>urban happiness: context-sensitive study of the social sustainability of urban settings</td></tr><tr><td>Source:</td><td>[no source], 43(1)</td></tr></table>",https://doi.org/10.1177/0265813515600121,-0.3014,0.0733,8,55,21
115,shutters s.t.,"<table><tr><td>Authors:</td><td>shutters s.t.; muneepeerakul r.; lobo j.</td></tr><tr><td>Title:</td><td>how hard is it for urban economies to become ‘green’?</td></tr><tr><td>Source:</td><td>[no source], 43(1)</td></tr></table>",https://doi.org/10.1177/0265813515600108,-0.364,-0.6251,2,2,2
116,fox-rogers l.,"<table><tr><td>Authors:</td><td>fox-rogers l.; murphy e.</td></tr><tr><td>Title:</td><td>self-perceptions of the role of the planner</td></tr><tr><td>Source:</td><td>[no source], 43(1)</td></tr></table>",https://doi.org/10.1177/0265813515603860,-0.6894,-0.5017,5,18,15
117,ellis g.,"<table><tr><td>Authors:</td><td>ellis g.; hunter r.; tully m.a.; donnelly m.; kelleher l.; kee f.</td></tr><tr><td>Title:</td><td>connectivity and physical activity: using footpath networks to measure the walkability of built environments</td></tr><tr><td>Source:</td><td>[no source], 43(1)</td></tr></table>",https://doi.org/10.1177/0265813515610672,-1.0406,0.319,8,20,14
118,djurhuus s.,"<table><tr><td>Authors:</td><td>djurhuus s.; sten hansen h.; aadahl m.; glümer c.</td></tr><tr><td>Title:</td><td>building a multimodal network and determining individual accessibility by public transportation</td></tr><tr><td>Source:</td><td>[no source], 43(1)</td></tr></table>",https://doi.org/10.1177/0265813515602594,-0.901,0.2425,8,103,18
119,fagnant d.j.,"<table><tr><td>Authors:</td><td>fagnant d.j.; kockelman k.</td></tr><tr><td>Title:</td><td>a direct-demand model for bicycle counts: the impacts of level of service and other factors</td></tr><tr><td>Source:</td><td>[no source], 43(1)</td></tr></table>",https://doi.org/10.1177/0265813515602568,-0.1743,0.5835,2,1,1
120,tobias s.,"<table><tr><td>Authors:</td><td>tobias s.; buser t.; buchecker m.</td></tr><tr><td>Title:</td><td>does real-time visualization support local stakeholders in developing landscape visions?</td></tr><tr><td>Source:</td><td>[no source], 43(1)</td></tr></table>",https://doi.org/10.1177/0265813515603866,0.5546,-0.303,5,3,2
121,xiao y.,"<table><tr><td>Authors:</td><td>xiao y.; orford s.; webster c.j.</td></tr><tr><td>Title:</td><td>urban configuration, accessibility, and property prices: a case study of cardiff, wales</td></tr><tr><td>Source:</td><td>[no source], 43(1)</td></tr></table>",https://doi.org/10.1177/0265813515600120,-0.3904,0.0145,5,181,38
122,wineman j.,"<table><tr><td>Authors:</td><td>wineman j.; hwang y.; kabo f.; owen-smith j.; davis g.f.</td></tr><tr><td>Title:</td><td>spatial layout, social structure, and innovation in organizations</td></tr><tr><td>Source:</td><td>[no source], 41(6)</td></tr></table>",https://doi.org/10.1068/b130074p,-0.4382,0.5949,5,46,9
123,kim j.-p.,"<table><tr><td>Authors:</td><td>kim j.-p.; guldmann j.-m.</td></tr><tr><td>Title:</td><td>land-use planning and the urban heat island</td></tr><tr><td>Source:</td><td>[no source], 41(6)</td></tr></table>",https://doi.org/10.1068/b130091p,0.5815,-0.2039,6,21,14
124,downs j.a.,"<table><tr><td>Authors:</td><td>downs j.a.; horner m.w.</td></tr><tr><td>Title:</td><td>adaptive-velocity time-geographic density estimation for mapping the potential and probable locations of mobile objects</td></tr><tr><td>Source:</td><td>[no source], 41(6)</td></tr></table>",https://doi.org/10.1068/b130065p,-0.5724,0.5505,4,100,23
125,wang j. (a),"<table><tr><td>Authors:</td><td>wang j.; miller e.j.</td></tr><tr><td>Title:</td><td>a prism-based and gap-based approach to shopping location choice</td></tr><tr><td>Source:</td><td>[no source], 41(6)</td></tr></table>",https://doi.org/10.1068/b130063p,-0.775,0.1245,8,95,25
126,dharmowijoyo d.b.e.,"<table><tr><td>Authors:</td><td>dharmowijoyo d.b.e.; susilo y.o.; karlström a.</td></tr><tr><td>Title:</td><td>day-to-day interpersonal and intrapersonal variability of individuals’ activity spaces in a developing country</td></tr><tr><td>Source:</td><td>[no source], 41(6)</td></tr></table>",https://doi.org/10.1068/b130067p,-0.8385,0.4857,8,56,10
127,farber s.,"<table><tr><td>Authors:</td><td>farber s.; neutens t.; carrasco j.-a.; rojas c.</td></tr><tr><td>Title:</td><td>social interaction potential and the spatial distribution of face-to-face social interactions</td></tr><tr><td>Source:</td><td>[no source], 41(6)</td></tr></table>",https://doi.org/10.1068/b120034p,-0.8348,0.2621,8,31,20
128,harding c.,"<table><tr><td>Authors:</td><td>harding c.; patterson z.; miranda-moreno l.f.; zahabi s.a.</td></tr><tr><td>Title:</td><td>a spatial and temporal comparative analysis of the effects of land-use clusters on activity spaces in three quebec cities</td></tr><tr><td>Source:</td><td>[no source], 41(6)</td></tr></table>",https://doi.org/10.1068/b130068p,-0.9931,0.0483,8,31,14
129,yoshimura y. (b),"<table><tr><td>Authors:</td><td>yoshimura y.; sobolevsky s.; ratti c.; girardin f.; carrascal j.p.; blat j.; sinatra r.</td></tr><tr><td>Title:</td><td>an analysis of visitors’ behavior in the louvre museum: a study using bluetooth data</td></tr><tr><td>Source:</td><td>[no source], 41(6)</td></tr></table>",https://doi.org/10.1068/b130047p,-0.6832,0.6485,4,145,19
130,jiang b. (a),"<table><tr><td>Authors:</td><td>jiang b.; duan y.; lu f.; yang t.; zhao j.</td></tr><tr><td>Title:</td><td>topological structure of urban street networks from the perspective of degree correlations</td></tr><tr><td>Source:</td><td>[no source], 41(5)</td></tr></table>",https://doi.org/10.1068/b39110,-0.43,0.4047,5,139,18
131,duffhues j.,"<table><tr><td>Authors:</td><td>duffhues j.; mayer i.s.; nefs m.; van der vliet m.</td></tr><tr><td>Title:</td><td>breaking barriers to transit-oriented development: insights from the serious game sprintcity</td></tr><tr><td>Source:</td><td>[no source], 41(5)</td></tr></table>",https://doi.org/10.1068/b39130,-0.7045,0.0663,8,9,7
